_code,ticker,company_name,country,gics_sector,gics_industry_group,gics_industry,last_include,first_include
CNE100002V10,603260 C1 Equity,Hoshine Silicon Industry Co Ltd,CH,15,1510,151010,2024-05-31,2021-12-01
CNE1000055R8,688032 C1 Equity,Hoymiles Power Electronics Inc,CH,20,2010,201040,2024-05-31,2023-06-01
CNE100003JF9,603185 C1 Equity,Hoyuan Green Energy Co Ltd,CH,45,4530,453010,2024-02-29,2021-06-01
HK0000218211,1347 HK Equity,Hua Hong Semiconductor Ltd,CH,45,4530,453010,2024-05-31,2018-09-01
CNE100002GR2,600909 C1 Equity,Huaan Securities Co Ltd,CH,40,4020,402030,2021-11-30,2018-06-01
CNE1000003D8,1071 HK Equity,Huadian Power International Corp Ltd,CH,55,5510,551050,2020-05-31,2014-12-01
CNE000001LJ2,600027 C1 Equity,Huadian Power International Corp Ltd,CH,55,5510,551050,2024-05-31,2018-06-01
CNE0000011S1,000963 C2 Equity,Huadong Medicine Co Ltd,CH,35,3510,351020,2024-05-31,2018-06-01
CNE000001NK6,002064 C2 Equity,Huafon Chemical Co Ltd,CH,15,1510,151010,2024-05-31,2021-06-01
CNE000001303,000988 C2 Equity,Huagong Tech Co Ltd,CH,45,4520,452030,2024-05-31,2020-06-01
CNE000001HH4,600985 C1 Equity,Huaibei Mining Holdings Co Ltd,CH,15,1510,151040,2024-05-31,2022-06-01
CNE000001JN8,002007 C2 Equity,Hualan Biological Engineering Inc,CH,35,3520,352010,2024-05-31,2019-12-01
CNE000001998,600011 C1 Equity,Huaneng Power International Inc,CH,55,5510,551050,2024-05-31,2018-06-01
CNE1000006Z4,902 HK Equity,Huaneng Power International Inc,CH,55,5510,551050,2024-05-31,2014-03-01
CNE100000WS1,958 HK Equity,Huaneng Renewables Corp Ltd,CH,55,5510,551050,2020-02-29,2015-06-01
CNE100000LQ8,601688 C1 Equity,Huatai Securities Co Ltd,CH,40,4020,402030,2024-05-31,2018-06-01
CNE100001YQ9,6886 HK Equity,Huatai Securities Co Ltd,CH,40,4020,402030,2024-05-31,2015-06-01
CNE1000033J2,002926 C2 Equity,Huaxi Securities Co Ltd,CH,40,4020,402030,2024-02-29,2019-03-01
CNE000001FW7,600015 C1 Equity,Huaxia Bank Co Ltd,CH,40,4010,401010,2024-05-31,2018-06-01
CNE000000DC6,600801 C1 Equity,Huaxin Cement Co Ltd,CH,15,1510,151020,2023-08-31,2019-12-01
CNE000000M15,600741 C1 Equity,Huayu Automotive Systems Co Ltd,CH,25,2510,251010,2024-05-31,2018-06-01
CNE000000F48,000627 C2 Equity,Hubei Biocause Pharmaceutical Co Ltd,CH,40,4030,403010,2021-11-30,2018-06-01
CNE000000750,000883 C2 Equity,Hubei Energy Group Co Ltd,CH,55,5510,551050,2020-11-30,2018-06-01
CNE100001XR9,300395 C2 Equity,Hubei Feilihua Quartz Glass Co Ltd,CH,15,1510,151010,2024-02-29,2022-12-01
CNE0000018X6,600566 C1 Equity,Hubei Jumpcan Pharmaceutical Co Ltd,CH,35,3520,352020,2024-05-31,2019-12-01
CNE0000013H0,600260 C1 Equity,Hubei Kaile Science & Technology Co Ltd,CH,45,4520,452010,2020-11-30,2019-12-01
CNE000000ZC9,600141 C1 Equity,Hubei Xingfa Chemicals Group Co Ltd,CH,15,1510,151010,2024-02-29,2021-12-01
CNE1000033C7,002920 C2 Equity,Huizhou Desay Sv Automotive Co Ltd,CH,25,2510,251010,2024-05-31,2021-06-01
CNE000000QW6,600079 C1 Equity,Humanwell Healthcare Group Co Ltd,CH,35,3520,352020,2024-05-31,2020-12-01
CNE1000050S7,688779 C1 Equity,Hunan Changyuan Lico Co Ltd,CH,20,2010,201040,2023-11-30,2023-03-01
CNE000001006,000932 C2 Equity,Hunan Valin Steel Co Ltd,CH,15,1510,151040,2024-05-31,2019-12-01
CNE000001GD5,600570 C1 Equity,Hundsun Technologies Inc,CH,45,4510,451030,2024-05-31,2018-06-01
CNE100005QL7,688120 C1 Equity,Hwatsing Technology Co Ltd,CH,45,4530,453010,2024-05-31,2023-12-01
KYG4712E1035,6078 HK Equity,Hygeia Healthcare Holdings Co Ltd,CH,35,3510,351020,2024-05-31,2021-12-01
CNE100005PT2,688041 C1 Equity,Hygon Information Technology Co Ltd,CH,45,4530,453010,2024-05-31,2023-12-01
CNE1000013B1,002583 C2 Equity,Hytera Communications Corp Ltd,CH,45,4520,452010,2020-05-31,2019-12-01
US44975P1030,IMAB UQ Equity,I-Mab,CH,35,3520,352010,2022-05-31,2021-06-01
CNE0000012M2,000977 C2 Equity,IEIT Systems Co Ltd,CH,45,4520,452020,2024-05-31,2019-12-01
CNE100000B81,002230 C2 Equity,Iflytek Co Ltd,CH,45,4510,451030,2024-05-31,2018-06-01
CNE100004868,300896 C2 Equity,Imeik Technology Development Co Ltd,CH,35,3520,352010,2024-05-31,2021-09-01
CNE000001P37,601398 C1 Equity,Industrial & Commercial Bank of China Ltd,CH,40,4010,401010,2024-05-31,2018-06-01
CNE1000003G1,1398 HK Equity,Industrial & Commercial Bank of China Ltd,CH,40,4010,401010,2024-05-31,2014-03-01
CNE000001QZ7,601166 C1 Equity,Industrial Bank Co Ltd,CH,40,4010,401010,2024-05-31,2018-06-01
CNE100000V95,601377 C1 Equity,Industrial Securities Co Ltd,CH,40,4020,402030,2024-05-31,2018-06-01
CNE100001377,300223 C2 Equity,Ingenic Semiconductor Co Ltd,CH,45,4530,453010,2024-05-31,2020-12-01
CNE0000017H1,600010 C1 Equity,Inner Mongolia BaoTou Steel Union Co Ltd,CH,15,1510,151040,2024-05-31,2018-06-01
CNE100000098,002128 C2 Equity,Inner Mongolia Dian Tou Energy Corp Ltd,CH,10,1010,101020,2024-05-31,2022-06-01
CNE0000017T6,600295 C1 Equity,Inner Mongolia ERDOS Resources Co Ltd,CH,15,1510,151040,2023-05-31,2022-06-01
CNE000001HP7,600967 C1 Equity,Inner Mongolia First Machinery Group Co Ltd,CH,20,2010,201060,2021-05-31,2019-12-01
CNE1000010F8,601216 C1 Equity,Inner Mongolia Junzheng Energy & Chemical Industry Group Co Ltd,CH,15,1510,151010,2024-05-31,2019-06-01
CNE000000GN6,600863 C1 Equity,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,CH,55,5510,551050,2020-11-30,2019-12-01
CNE000000JP5,600887 C1 Equity,Inner Mongolia Yili Industrial Group Co Ltd,CH,30,3020,302020,2024-05-31,2018-06-01
CNE000000SK7,900948 CG Equity,Inner Mongolia Yitai Coal Co Ltd,CH,10,1010,101020,2024-05-31,2014-03-01
CNE000000P20,000683 C2 Equity,Inner Mongolia Yuan Xing Energy Co Ltd,CH,15,1510,151010,2024-05-31,2021-12-01
KYG4818G1010,1801 HK Equity,Innovent Biologics Inc,CH,35,3520,352010,2024-05-31,2019-12-01
CNE100003456,300677 C2 Equity,Intco Medical Technology Co Ltd,CH,35,3510,351010,2022-11-30,2020-12-01
CNE1000058S0,301236 C2 Equity,Isoftstone Information Technology Group Co Ltd,CH,45,4510,451020,2024-05-31,2023-06-01
CNE0000003P4,600816 C1 Equity,J-Yuan Trust Co Ltd,CH,40,4020,402030,2020-05-31,2018-06-01
CNE100000SD1,002459 C2 Equity,JA Solar Technology Co Ltd,CH,45,4530,453010,2024-05-31,2020-12-01
CNE000001F05,600584 C1 Equity,JCET Group Co Ltd,CH,45,4530,453010,2024-05-31,2021-03-01
KYG5074A1004,6618 HK Equity,JD Health International Inc,CH,30,3010,301010,2024-05-31,2020-12-01
KYG5074S1012,2618 HK Equity,JD Logistics Inc,CH,20,2030,203010,2024-05-31,2023-06-01
US47215P1066,JD UW Equity,JD.com Inc,CH,25,2550,255030,2021-11-30,2015-12-01
KYG8208B1014,9618 HK Equity,JD.com Inc,CH,25,2550,255030,2024-05-31,2021-12-01
CNE100002995,300529 C2 Equity,Jafron Biomedical Co Ltd,CH,35,3510,351010,2023-08-31,2019-12-01
CNE100002GF7,603816 C1 Equity,Jason Furniture Hangzhou Co Ltd,CH,25,2520,252010,2024-05-31,2020-12-01
CNE100002RJ6,601128 C1 Equity,Jiangsu Changshu Rural Commercial Bank Co Ltd,CH,40,4010,401010,2021-11-30,2019-12-01
CNE0000012K6,000301 C2 Equity,Jiangsu Eastern Shenghong Co Ltd,CH,15,1510,151010,2024-05-31,2021-06-01
CNE1000003J5,177 HK Equity,Jiangsu Expressway Co Ltd,CH,20,2030,203050,2024-05-31,2014-03-01
CNE1000019R4,601100 C1 Equity,Jiangsu Hengli Hydraulic Co Ltd,CH,20,2010,201060,2024-05-31,2019-12-01
CNE0000014W7,600276 C1 Equity,Jiangsu Hengrui Pharmaceuticals Co Ltd,CH,35,3520,352020,2024-05-31,2018-06-01
CNE100001TH8,603369 C1 Equity,Jiangsu King's Luck Brewery JSC Ltd,CH,30,3020,302010,2024-05-31,2019-12-01
CNE100000CG8,002262 C2 Equity,Jiangsu Nhwa Pharmaceutical Co Ltd,CH,35,3520,352020,2024-05-31,2023-09-01
CNE100001VC5,603688 C1 Equity,Jiangsu Pacific Quartz Co Ltd,CH,45,4530,453010,2024-05-31,2023-03-01
CNE1000019Q6,601928 C1 Equity,Jiangsu Phoenix Publishing & Media Corp Ltd,CH,50,5020,502010,2024-05-31,2023-09-01
CNE000001P11,002075 C2 Equity,Jiangsu Shagang Co Ltd,CH,15,1510,151040,2021-11-30,2020-06-01
CNE100000HB8,002304 C2 Equity,Jiangsu Yanghe Distillery Co Ltd,CH,30,3020,302010,2024-05-31,2018-06-01
CNE000001B66,600486 C1 Equity,Jiangsu Yangnong Chemical Co Ltd,CH,15,1510,151010,2024-05-31,2019-12-01
CNE100000PG0,002409 C2 Equity,Jiangsu Yoke Technology Co Ltd,CH,15,1510,151010,2024-05-31,2021-06-01
CNE1000009X3,002223 C2 Equity,Jiangsu Yuyue Medical Equipment & Supply Co Ltd,CH,35,3510,351010,2024-05-31,2019-12-01
CNE0000011P7,000961 C2 Equity,Jiangsu Zhongnan Construction Group Co Ltd,CH,60,6020,602010,2021-11-30,2019-12-01
CNE000001CW4,600522 C1 Equity,Jiangsu Zhongtian Technology Co Ltd,CH,20,2010,201040,2024-05-31,2019-12-01
CNE0000019P0,600362 C1 Equity,Jiangxi Copper Co Ltd,CH,15,1510,151040,2024-05-31,2018-06-01
CNE1000003K3,358 HK Equity,Jiangxi Copper Co Ltd,CH,15,1510,151040,2024-05-31,2014-03-01
CNE1000007F4,002176 C2 Equity,Jiangxi Special Electric Motor Co Ltd,CH,20,2010,201040,2024-05-31,2022-06-01
CNE1000006H2,002157 C2 Equity,Jiangxi Zhengbang Technology Co Ltd,CH,30,3020,302020,2022-11-30,2019-12-01
CNE100000SK6,601718 C1 Equity,Jihua Group Corp Ltd,CH,20,2020,202010,2018-11-30,2018-06-01
CNE000000719,000623 C2 Equity,Jilin Aodong Pharmaceutical Group Co Ltd,CH,35,3520,352020,2021-11-30,2019-12-01
CNE1000009Y1,601958 C1 Equity,Jinduicheng Molybdenum Co Ltd,CH,15,1510,151040,2024-05-31,2018-06-01
CNE000000073,000656 C2 Equity,Jinke Properties Group Co Ltd,CH,60,6020,602010,2022-11-30,2018-06-01
CNE100005R96,688223 C1 Equity,Jinko Solar Co Ltd,CH,45,4530,453010,2024-05-31,2023-06-01
KYG5140J1013,1951 HK Equity,Jinxin Fertility Group Ltd,CH,35,3510,351020,2022-11-30,2020-12-01
CNE000000Y37,600201 C1 Equity,Jinyu Bio-Technology Co Ltd,CH,35,3520,352010,2021-05-31,2019-12-01
CNE000000S92,000799 C2 Equity,JiuGui Liquor Co Ltd,CH,30,3020,302010,2024-05-31,2020-12-01
KYG5141L1059,9922 HK Equity,Jiumaojiu International Holdings Ltd,CH,25,2530,253010,2023-11-30,2021-03-01
CNE0000010H6,000937 C2 Equity,Jizhong Energy Resources Co Ltd,CH,10,1010,101020,2024-05-31,2022-06-01
CNE000001816,600380 C1 Equity,Joincare Pharmaceutical Group Industry Co Ltd,CH,35,3520,352020,2024-05-31,2019-12-01
CNE100002W27,603127 C1 Equity,Joinn Laboratories China Co Ltd,CH,35,3520,352030,2023-08-31,2021-06-01
CNE100000W45,600998 C1 Equity,Jointown Pharmaceutical Group Co Ltd,CH,35,3510,351020,2024-05-31,2018-06-01
CNE000000HK0,600872 C1 Equity,Jonjee Hi-Tech Industrial And Commercial Holding Co Ltd,CH,30,3020,302020,2024-05-31,2019-12-01
CNE100000BQ9,002242 C2 Equity,Joyoung Co Ltd,CH,25,2520,252010,2021-11-30,2020-06-01
CNE100002RT5,603517 C1 Equity,Juewei Food Co Ltd,CH,30,3020,302020,2024-02-29,2019-12-01
CNE100001ZY0,603885 C1 Equity,Juneyao Airlines Co Ltd,CH,20,2030,203020,2024-05-31,2019-12-01
US4824971042,BEKE UN Equity,KE Holdings Inc,CH,60,6020,602010,2024-05-31,2020-09-01
KYG532241042,1813 HK Equity,KWG Group Holdings Ltd,CH,60,6020,602010,2022-05-31,2018-06-01
KYG521321003,1638 HK Equity,Kaisa Group Holdings Ltd,CH,60,6020,602010,2021-11-30,2018-06-01
CNE0000017M1,600518 C1 Equity,Kangmei Pharmaceutical Co Ltd,CH,35,3520,352020,2019-05-31,2018-06-01
US48553T1060,BZ UW Equity,Kanzhun Ltd,CH,50,5020,502030,2024-05-31,2021-12-01
CNE000001CP8,600499 C1 Equity,Keda Industrial Group Co Ltd,CH,20,2010,201060,2024-05-31,2022-06-01
KYG525681477,268 HK Equity,Kingdee International Software Group Co Ltd,CH,45,4510,451030,2024-05-31,2018-06-01
CNE000001JP3,600143 C1 Equity,Kingfa Sci & Tech Co Ltd,CH,15,1510,151010,2022-11-30,2020-12-01
CNE100000XB5,002517 C2 Equity,Kingnet Network Co Ltd,CH,50,5020,502020,2024-05-31,2023-09-01
US49639K1016,KC UW Equity,Kingsoft Cloud Holdings Ltd,CH,45,4510,451020,2022-05-31,2020-12-01
KYG5264Y1089,3888 HK Equity,Kingsoft Corp Ltd,CH,50,5020,502020,2024-05-31,2014-06-01
KYG532631028,1024 HK Equity,Kuaishou Technology,CH,50,5020,502030,2024-05-31,2021-03-01
CNE1000018P0,002625 C2 Equity,Kuang-Chi Technologies Co Ltd,CH,20,2010,201010,2024-05-31,2020-12-01
CNE100001YF2,300418 C2 Equity,Kunlun Tech Co Ltd,CH,50,5020,502020,2024-05-31,2020-06-01
CNE0000018R8,600519 C1 Equity,Kweichow Moutai Co Ltd,CH,30,3020,302010,2024-05-31,2018-06-01
CNE1000015M3,002601 C2 Equity,LB Group Co Ltd,CH,15,1510,151010,2024-05-31,2019-12-01
CNE100001FR6,601012 C1 Equity,LONGi Green Energy Technology Co Ltd,CH,45,4530,453010,2024-05-31,2018-06-01
CNE100003KF7,300773 C2 Equity,Lakala Payment Co Ltd,CH,40,4020,402010,2022-05-31,2020-12-01
CNE1000023Q8,603883 C1 Equity,Laobaixing Pharmacy Chain JSC,CH,30,3010,301010,2022-05-31,2019-12-01
CNE100001ZT0,3396 HK Equity,Legend Holdings Corp,CH,45,4520,452020,2020-11-30,2018-06-01
HK0992009065,992 HK Equity,Lenovo Group Ltd,CH,45,4520,452020,2024-05-31,2014-03-01
CNE100001YW7,300433 C2 Equity,Lens Technology Co Ltd,CH,45,4520,452030,2024-05-31,2019-06-01
CNE1000000F9,002131 C2 Equity,Leo Group Co Ltd,CH,50,5020,502010,2021-11-30,2020-06-01
CNE100000H44,300003 C2 Equity,Lepu Medical Technology Beijing Co Ltd,CH,35,3510,351010,2024-05-31,2019-06-01
CNE100001CB7,300296 C2 Equity,Leyard Optoelectronic Co Ltd,CH,45,4520,452030,2022-05-31,2019-12-01
US50202M1027,LI UW Equity,Li Auto Inc,CH,25,2510,251020,2022-11-30,2021-03-01
KYG5479M1050,2015 HK Equity,Li Auto Inc,CH,25,2510,251020,2024-05-31,2022-12-01
KYG5496K1242,2331 HK Equity,Li Ning Co Ltd,CH,25,2520,252030,2024-05-31,2019-06-01
CNE000000LY3,600739 C1 Equity,Liaoning Cheng Da Co Ltd,CH,25,2550,255010,2021-11-30,2018-06-01
CNE100000X77,601880 C1 Equity,Liaoning Port Co Ltd,CH,20,2030,203050,2024-05-31,2019-12-01
CNE1000015L5,002600 C2 Equity,Lingyi iTech Guangdong Co,CH,45,4520,452030,2024-05-31,2019-12-01
CNE0000002Y8,000513 C2 Equity,Livzon Pharmaceutical Group Inc,CH,35,3520,352020,2024-05-31,2019-12-01
KYG555551095,3380 HK Equity,Logan Group Co Ltd,CH,60,6020,602010,2022-08-31,2018-06-01
KYG5635P1090,960 HK Equity,Longfor Group Holdings Ltd,CH,60,6020,602010,2024-05-31,2014-03-01
US54951L1098,LKNCY UW Equity,Luckin Coffee Inc,CH,25,2530,253010,2020-05-31,2020-03-01
CNE000000Y94,600167 C1 Equity,Luenmei Quantum Co Ltd,CH,55,5510,551040,2021-05-31,2020-06-01
US54975P2011,LU UN Equity,Lufax Holding Ltd,CH,40,4020,402020,2024-02-29,2020-12-01
CNE100004116,300850 C2 Equity,Luoyang Xinqianglian Slewing Bearing Co Ltd,CH,20,2010,201060,2023-05-31,2021-12-01
CNE000000WN3,000830 C2 Equity,Luxi Chemical Group Co Ltd,CH,15,1510,151010,2024-02-29,2019-12-01
CNE100000TP3,002475 C2 Equity,Luxshare Precision Industry Co Ltd,CH,45,4520,452030,2024-05-31,2018-06-01
BMG570071099,2186 HK Equity,Luye Pharma Group Ltd,CH,35,3520,352020,2021-02-28,2015-06-01
CNE000000GF2,000568 C2 Equity,Luzhou Laojiao Co Ltd,CH,30,3020,302010,2024-05-31,2018-06-01
CNE100005PC8,688114 C1 Equity,MGI Tech Co Ltd,CH,35,3520,352030,2024-05-31,2024-03-01
US66981J1025,MNSO UN Equity,MINISO Group Holding Ltd,CH,25,2550,255030,2023-11-30,2023-03-01
KYG6180F1081,9896 HK Equity,MINISO Group Holding Ltd,CH,25,2550,255030,2024-05-31,2023-12-01
CNE1000003R8,323 HK Equity,Maanshan Iron & Steel Co Ltd,CH,15,1510,151040,2020-05-31,2018-12-01
CNE000000DD4,600808 C1 Equity,Maanshan Iron & Steel Co Ltd,CH,15,1510,151040,2022-11-30,2018-06-01
CNE1000020H3,300463 C2 Equity,Maccura Biotechnology Co Ltd,CH,35,3520,352030,2021-11-30,2020-12-01
CNE100001Y83,300413 C2 Equity,Mango Excellent Media Co Ltd,CH,50,5020,502020,2024-05-31,2019-06-01
CNE100003QK4,300782 C2 Equity,Maxscend Microelectronics Co Ltd,CH,45,4520,452030,2024-05-31,2020-09-01
CNE000000HP9,600873 C1 Equity,Meihua Holdings Group Co Ltd,CH,30,3020,302020,2024-05-31,2023-03-01
CNE000001LV7,002044 C2 Equity,Meinian Onehealth Healthcare Holdings Co Ltd,CH,35,3510,351020,2024-05-31,2018-06-01
KYG5966D1051,1357 HK Equity,Meitu Inc,CH,50,5020,502030,2019-11-30,2017-12-01
KYG596691041,3690 HK Equity,Meituan,CH,25,2530,253010,2024-05-31,2019-03-01
CNE100000FF3,1618 HK Equity,Metallurgical Corp of China Ltd,CH,20,2010,201030,2020-05-31,2018-06-01
CNE100000FX6,601618 C1 Equity,Metallurgical Corp of China Ltd,CH,20,2010,201030,2024-05-31,2018-06-01
KYG608371046,853 HK Equity,Microport Scientific Corp,CH,35,3510,351010,2024-02-29,2020-09-01
CNE100001QQ5,000333 C2 Equity,Midea Group Co Ltd,CH,25,2520,252010,2024-05-31,2018-06-01
CNE100003HQ0,601615 C1 Equity,Ming Yang Smart Energy Group Ltd,CH,20,2010,201040,2024-05-31,2021-06-01
KYG6142R1092,909 HK Equity,Ming Yuan Cloud Group Holdings Ltd,CH,45,4510,451030,2022-11-30,2021-03-01
KYG6145U1094,425 HK Equity,Minth Group Ltd,CH,25,2510,251010,2024-02-29,2017-06-01
CNE100003MN7,688008 C1 Equity,Montage Technology Co Ltd,CH,45,4530,453010,2024-05-31,2021-06-01
CNE100001RQ3,002714 C2 Equity,Muyuan Foods Co Ltd,CH,30,3020,302020,2024-05-31,2018-06-01
CNE000001G38,600406 C1 Equity,NARI Technology Co Ltd,CH,20,2010,201040,2024-05-31,2018-09-01
CNE100000ML7,002371 C2 Equity,NAURA Technology Group Co Ltd,CH,45,4530,453010,2024-05-31,2019-12-01
US62914V1061,NIO UN Equity,NIO Inc,CH,25,2510,251020,2024-05-31,2019-06-01
CNE100000080,002127 C2 Equity,NanJi E-Commerce Co Ltd,CH,50,5020,502010,2021-11-30,2019-12-01
CNE0000014Q9,600282 C1 Equity,Nanjing Iron & Steel Co Ltd,CH,15,1510,151040,2020-05-31,2019-12-01
CNE100002WP3,603707 C1 Equity,Nanjing King-Friend Biochemical Pharmaceutical Co Ltd,CH,35,3520,352020,2024-05-31,2019-12-01
CNE1000031R9,601990 C1 Equity,Nanjing Securities Co Ltd,CH,40,4020,402030,2024-05-31,2019-12-01
CNE1000040F5,688126 C1 Equity,National Silicon Industry Group Co Ltd,CH,45,4530,453010,2024-05-31,2021-09-01
CNE100000P69,002405 C2 Equity,NavInfo Co Ltd,CH,45,4510,451030,2024-02-29,2019-12-01
US64110W1027,NTES UW Equity,NetEase Inc,CH,50,5020,502020,2021-11-30,2015-12-01
KYG6427A1022,9999 HK Equity,NetEase Inc,CH,50,5020,502020,2024-05-31,2021-12-01
CNE100001922,1336 HK Equity,New China Life Insurance Co Ltd,CH,40,4030,403010,2024-05-31,2014-03-01
CNE1000019Y0,601336 C1 Equity,New China Life Insurance Co Ltd,CH,40,4030,403010,2024-05-31,2018-06-01
CNE000000VB0,000876 C2 Equity,New Hope Liuhe Co Ltd,CH,30,3020,302020,2024-05-31,2018-06-01
US6475812060,EDU UN Equity,New Oriental Education & Technology Group Inc,CH,25,2530,253020,2022-05-31,2015-12-01
KYG6470A1168,9901 HK Equity,New Oriental Education & Technology Group Inc,CH,25,2530,253020,2024-05-31,2022-06-01
CNE0000014B1,000997 C2 Equity,Newland Digital Technology Co Ltd,CH,45,4510,451030,2020-11-30,2019-12-01
CNE1000007W9,002180 C2 Equity,Ninestar Corp,CH,45,4520,452020,2024-05-31,2018-06-01
CNE1000052S3,605117 C1 Equity,Ningbo Deye Technology Co Ltd,CH,20,2010,201060,2024-05-31,2022-06-01
CNE000000DJ1,600699 C1 Equity,Ningbo Joyson Electronic Corp,CH,25,2510,251010,2024-05-31,2019-12-01
CNE100001T23,603606 C1 Equity,Ningbo Orient Wires & Cables Co Ltd,CH,20,2010,201040,2024-05-31,2022-06-01
CNE100003MS6,688005 C1 Equity,Ningbo Ronbay New Energy Technology Co Ltd,CH,20,2010,201040,2024-02-29,2022-03-01
CNE100001567,601567 C1 Equity,Ningbo Sanxing Medical Electric Co Ltd,CH,20,2010,201040,2024-05-31,2024-03-01
CNE000000JJ8,600884 C1 Equity,Ningbo Shanshan Co Ltd,CH,15,1510,151010,2024-05-31,2022-03-01
CNE1000023J3,601689 C1 Equity,Ningbo Tuopu Group Co Ltd,CH,25,2510,251010,2024-05-31,2020-06-01
CNE100000V12,601018 C1 Equity,Ningbo Zhoushan Port Co Ltd,CH,20,2030,203050,2020-08-31,2018-06-01
CNE100003LF5,600989 C1 Equity,Ningxia Baofeng Energy Group Co Ltd,CH,15,1510,151010,2024-05-31,2021-06-01
US65487X1028,NOAH UN Equity,Noah Holdings Ltd,CH,40,4020,402030,2022-05-31,2018-06-01
CNE100004272,9633 HK Equity,Nongfu Spring Co Ltd,CH,30,3020,302010,2024-05-31,2021-03-01
CNE000000198,000519 C2 Equity,North Industries Group Red Arrow Co Ltd,CH,20,2010,201060,2024-02-29,2021-12-01
CNE0000004H9,000686 C2 Equity,Northeast Securities Co Ltd,CH,40,4020,402030,2022-11-30,2019-12-01
CNE100000S33,002456 C2 Equity,OFILM Group Co Ltd,CH,45,4520,452030,2024-05-31,2018-06-01
CNE000000123,000046 C2 Equity,Oceanwide Holdings Co Ltd,CH,40,4020,402010,2021-05-31,2019-06-01
CNE100001641,002607 C2 Equity,Offcn Education Technology Co Ltd,CH,25,2530,253020,2024-05-31,2020-06-01
CNE0000019T2,600583 C1 Equity,Offshore Oil Engineering Co Ltd,CH,10,1010,101010,2024-05-31,2018-06-01
US68248T2042,OCFT UN Equity,OneConnect Financial Technology Co Ltd,CH,45,4510,451030,2021-11-30,2021-06-01
CNE100002RB3,603833 C1 Equity,Oppein Home Group Inc,CH,25,2520,252010,2024-05-31,2018-12-01
CNE100001ZV6,600958 C1 Equity,Orient Securities Co Ltd/China,CH,40,4020,402030,2024-05-31,2018-06-01
CNE0000004Z1,600637 C1 Equity,Oriental Pearl Group Co Ltd,CH,50,5020,502010,2024-05-31,2018-06-01
CNE100002MR0,300595 C2 Equity,Ovctek China Inc,CH,35,3510,351010,2024-02-29,2019-12-01
CNE100000593,2328 HK Equity,PICC Property & Casualty Co Ltd,CH,40,4030,403010,2024-05-31,2014-03-01
CNE1000008V9,601099 C1 Equity,Pacific Securities Co Ltd/The/China,CH,40,4020,402030,2021-11-30,2019-12-01
CNE0000007H2,000629 C2 Equity,Pangang Group Vanadium Titanium & Resources Co Ltd,CH,15,1510,151040,2024-05-31,2019-12-01
CNE100001MK7,1339 HK Equity,People's Insurance Co Group of China Ltd/The,CH,40,4030,403010,2024-05-31,2014-03-01
CNE100003F27,601319 C1 Equity,People's Insurance Co Group of China Ltd/The,CH,40,4030,403010,2024-05-31,2020-03-01
CNE100001FP0,603000 C1 Equity,People.cn Co Ltd,CH,50,5020,502010,2024-05-31,2023-09-01
CNE1000018W6,002624 C2 Equity,Perfect World Co Ltd/China,CH,50,5020,502020,2024-05-31,2018-06-01
CNE1000003W8,857 HK Equity,PetroChina Co Ltd,CH,10,1010,101020,2024-05-31,2014-03-01
CNE1000007Q1,601857 C1 Equity,PetroChina Co Ltd,CH,10,1010,101020,2024-05-31,2018-06-01
CNE1000035K5,300725 C2 Equity,PharmaBlock Sciences Nanjing Inc,CH,35,3520,352020,2022-05-31,2021-12-01
CNE100003PG4,3759 HK Equity,Pharmaron Beijing Co Ltd,CH,35,3520,352030,2023-08-31,2020-12-01
CNE100003JW4,300759 C2 Equity,Pharmaron Beijing Co Ltd,CH,35,3520,352030,2024-05-31,2021-06-01
CNE000000040,000001 C2 Equity,Ping An Bank Co Ltd,CH,40,4010,401010,2024-05-31,2018-06-01
KYG711391022,1833 HK Equity,Ping An Healthcare and Technology Co Ltd,CH,30,3010,301010,2024-02-29,2019-12-01
CNE000001R84,601318 C1 Equity,Ping An Insurance Group Co of China Ltd,CH,40,4030,403010,2024-05-31,2018-06-01
CNE1000003X6,2318 HK Equity,Ping An Insurance Group Co of China Ltd,CH,40,4030,403010,2024-05-31,2014-03-01
CNE000001PH7,601666 C1 Equity,Pingdingshan Tianan Coal Mining Co Ltd,CH,10,1010,101020,2023-08-31,2022-06-01
CNE100005998,688072 C1 Equity,Piotech Inc,CH,45,4530,453010,2024-05-31,2023-09-01
CNE000001ND1,600048 C1 Equity,Poly Developments and Holdings Group Co Ltd,CH,60,6020,602010,2024-05-31,2018-06-01
CNE100003PV3,6049 HK Equity,Poly Property Services Co Ltd,CH,60,6020,602010,2021-11-30,2020-06-01
KYG7170M1033,9992 HK Equity,Pop Mart International Group Ltd,CH,25,2550,255040,2024-05-31,2022-06-01
CNE100001S57,300363 C2 Equity,Porton Pharma Solutions Ltd,CH,35,3520,352020,2023-08-31,2022-12-01
CNE1000029W3,1658 HK Equity,Postal Savings Bank of China Co Ltd,CH,40,4010,401010,2024-05-31,2018-06-01
CNE100003PZ4,601658 C1 Equity,Postal Savings Bank of China Co Ltd,CH,40,4010,401010,2024-05-31,2020-09-01
CNE1000017G1,601669 C1 Equity,Power Construction Corp of China Ltd,CH,20,2010,201030,2024-05-31,2018-06-01
